compound,concentration_mM,annealing_T,molecular_weight,C,H,Br,I,N,Hbond_donor,rotatable_bond,topPolar_area,heavy_atom,complexity,xlogP,param1_r,param2_r,xinterp_r,max_x_r,param1_g,param2_g,xinterp_g,max_x_g,date
PTEAI,15,125,305.203,12,20,0,1,1,0,4,0,14,124,2.9,0.12864,-54.851,426.4,1020.9,0.13295,-55.131,414.68,1029.9,20190911
PTEAI,10,75,305.203,12,20,0,1,1,0,4,0,14,124,2.9,0.39125,-172.81,441.69,597.43,0.47449,-219.97,463.59,597.43,20190921
PTEAI,10,75,305.203,12,20,0,1,1,0,4,0,14,124,2.9,0.44722,-184.21,411.9,597.43,0.54141,-233.3,430.92,597.43,20190921
PTEAI,10,75,305.203,12,20,0,1,1,0,4,0,14,124,2.9,0.4452,-184.91,415.35,597.43,0.46841,-194.55,415.34,597.43,20190921
TBABr,5,50,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.33415,-130.55,390.69,921.68,0.36092,-146.4,405.62,2954.1,20190627
TBABr,10,50,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.26279,-82.031,312.15,912.68,0.2569,-75.641,294.44,3044.2,20190627
TBABr,15,50,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.23609,-52.937,224.23,948.72,0.24694,-59.155,239.56,2404.8,20190627
TBABr,5,100,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.34163,-143.7,420.63,861.63,0.38251,-169.48,443.06,3002.2,20190627
TBABr,10,100,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.24115,-80.927,335.58,1071.8,0.23678,-75.992,320.94,2969.2,20190627
TBABr,15,100,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.29086,-100.59,345.83,909.68,0.29239,-101.54,347.28,1110.8,20190627
TBABr,5,75,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.35811,-137.2,383.12,915.68,0.34843,-130.1,373.38,2714,20190627
TBABr,10,75,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.2228,-68.982,309.61,999.75,0.22912,-73.877,322.43,2557.9,20190627
TBABr,15,75,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.25403,-80.608,317.31,930.7,0.26571,-87.988,331.14,2467.8,20190627
TBABr,5,125,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.30126,-104.27,346.12,879.65,0.29694,-100.28,337.7,2626.9,20190627
TBABr,10,125,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.26345,-103.47,392.75,981.73,0.25939,-101.3,390.55,2455.8,20190627
TBABr,15,125,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.26744,-144.78,541.36,1113.8,0.2738,-151.7,554.03,1161.9,20190627
TBABr,5,100,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.441112794,-128.0650048,290.3225806,627.5,0.481122263,-149.292427,310.3003926,693.55,20191119
TBABr,5,125,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.322623896,-108.582597,336.5609259,726.583333,0.3130614,-104.468012,333.6981567,783.633333,20191119
TBABr,5,50,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.322919708,-106.5151872,329.8503762,864.683333,0.331158101,-104.8656784,316.6634854,891.716667,20191119
TBABr,5,75,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.375209025,-147.2334818,392.4038928,804.65,0.362866622,-138.9595222,382.9493088,849.683333,20191119
TBABr,10,100,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.300260235,-105.2046969,350.3783875,906.716667,0.26610219,-87.08321168,327.2547729,921.733333,20191119
TBABr,10,125,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.325839416,-125.7747654,386.0023041,864.683333,0.292652068,-106.2773723,363.1526438,864.683333,20191119
TBABr,10,50,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.307040988,-115.2565974,375.3785385,942.75,0.31589596,-120.7297214,382.1819105,978.783333,20191119
TBABr,10,75,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.330467817,-116.1952555,351.6083853,861.683333,0.321856934,-111.3670073,346.0140063,888.7,20191119
TBABr,15,100,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.258710462,-92.98905109,359.4328976,885.7,0.28690263,-113.5603911,395.8150922,927.75,20191119
TBABr,15,125,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.312448755,-108.6065393,347.5979263,807.65,0.366066504,-139.9172749,382.218185,828.666667,20191119
TBABr,15,50,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.305117172,-123.2512486,403.947269,888.7,0.3506519,-151.1016864,430.9164908,927.75,20191119
TBABr,15,75,322.375,16,36,1,0,1,0,12,0,18,116,5.3,0.387185726,-177.0024331,457.1512359,888.7,0.376344526,-172.2823358,457.7782433,906.716667,20191119
tBAI,10,100,210.051,4,12,0,1,1,1,0,27.6,6,25.1,0.3,0.8228,-57.696,70.1258,230.0833,0.845,-53.8895,63.7746,225.0833,20190530
TBAI,5,50,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.31414,-100.55,320.06,900.67,0.30516,-92.133,301.91,2617.9,20190611
TBAI,10,50,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.41167,-133.99,325.48,810.6,0.45792,-157.13,343.14,822.62,20190611
TBAI,15,50,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.26465,-109.32,413.09,1041.8,0.27299,-113.77,416.74,1047.8,20190611
TBAI,5,75,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.31908,-118.47,371.3,900.67,0.32914,-123.34,374.74,2617.9,20190611
TBAI,10,75,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.32392,-107.12,330.69,948.7,0.34532,-117.94,341.53,2590.8,20190611
TBAI,15,75,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.281,-116.16,413.38,1041.8,0.29418,-125.7,427.27,2275.6,20190611
TBAI,5,100,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.29686,-108.75,366.32,972.72,0.28882,-101.8,352.47,2617.9,20190611
TBAI,10,100,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.38324,-140.21,365.84,831.62,0.36843,-132.22,358.89,909.67,20190611
TBAI,15,100,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.22718,-78.681,346.34,942.7,0.2324,-81.381,350.17,1960.4,20190611
TBAI,5,125,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.22143,-83.127,375.41,1032.8,0.22329,-83.618,374.48,2617.9,20190611
TBAI,10,125,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.35204,-166.98,474.32,921.68,0.36061,-173.64,481.51,2083.5,20190611
TBAI,15,125,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.32783,-151.43,461.92,906.67,0.32536,-150.59,462.85,951.7,20190611
TBAI,10,50,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.31633,-127.26,402.3,906.67,0.31547,-126.21,400.07,2113.5,20190611
TBAI,5,100,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.535,-152.7917,285.5813,590.2,0.5628,-159.2798,283.0036,770.2667,20190530
TBAI,10,100,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.4246,-128.7888,303.322,740.25,0.4489,-136.9614,305.0782,780.2667,20190530
TBAI,15,100,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.4649,-128.7686,276.9701,715.25,0.5304,-156.2594,294.6007,780.2667,20190530
TBAI,5,50,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.22565,-84.73,375.5,1068.8,0.20878,-71.523,342.58,2458.8,20190709
TBAI,10,50,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.27959,-98.721,353.09,951.72,0.2684,-92.851,345.94,2446.8,20190709
TBAI,15,50,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.32849,-123.9,377.19,894.67,0.32423,-118.54,365.6,2152.6,20190709
TBAI,5,75,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.26036,-85.084,326.79,936.7,0.2734,-94.344,345.08,2437.8,20190709
TBAI,10,75,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.29524,-95.117,322.17,885.67,0.30578,-100.4,328.34,2362.7,20190709
TBAI,15,75,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.3875,-145.82,376.3,858.65,0.35371,-123.85,350.15,2209.6,20190709
TBAI,5,100,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.2155,-81.485,378.12,1023.8,0.21329,-79.873,374.47,2455.8,20190709
TBAI,10,100,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.3875,-166.81,430.48,882.67,0.36378,-152.13,418.2,909.68,20190709
TBAI,15,100,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.39936,-183.93,460.57,870.65,0.40912,-189.8,463.92,894.67,20190709
TBAI,5,125,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.30578,-111.12,363.38,843.63,0.27496,-90.651,329.69,2440.8,20190709
TBAI,10,125,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.38381,-183.44,477.95,948.72,0.37684,-179.55,476.45,2197.6,20190709
TBAI,15,125,369.375,16,36,0,1,1,0,12,0,18,116,5.3,0.37959,-170.77,449.88,891.67,0.39541,-179.14,453.04,2050.5,20190709
TPABr,5,50,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.48042,-212,441.27,867.65,0.4458,-186.44,418.21,4320.1,20190627
TPABr,10,50,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.41289,-165.69,401.3,822.62,0.42047,-169.96,404.21,2810.1,20190627
TPABr,15,50,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.62277,-261.78,420.35,708.53,0.64056,-270.18,421.79,1759.3,20190627
TPABr,5,100,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.57514,-196.83,342.22,669.5,0.50865,-159.08,312.75,1098.8,20190627
TPABr,10,100,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.45551,-162.81,357.43,717.53,0.46645,-167.26,358.57,2467.8,20190627
TPABr,15,100,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.43934,-137.6,313.19,741.55,0.45951,-145.78,317.25,2602.9,20190627
TPABr,5,75,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.36234,-127.3,351.33,864.65,0.34421,-114.56,332.81,3542.6,20190627
TPABr,10,75,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.35587,-126.85,356.45,837.63,0.35935,-127.03,353.5,2491.8,20190627
TPABr,15,75,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.55673,-253.78,455.83,741.55,0.61156,-284.4,465.04,2287.7,20190627
TPABr,5,125,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.37446,-114.23,305.06,726.53,0.39646,-124.98,315.24,2581.9,20190627
TPABr,10,125,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.33051,-126.55,382.89,789.58,0.3456,-134.63,389.56,3446.5,20190627
TPABr,15,125,266.267,12,28,1,0,1,0,8,0,14,80.2,3.9,0.36234,-129.01,356.05,777.58,0.3875,-142.1,366.71,2173.6,20190627
TPAI,5,50,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.58248,-129.73,222.73,648.48,0.53857,-107.61,199.8,2.60E+03,20190611
TPAI,10,50,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.48909,-184.09,376.38,831.62,0.52194,-199.8,382.8,2.21E+03,20190611
TPAI,15,50,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.40925,-177.01,432.53,846.63,0.45259,-202.31,447,2617.9,20190611
TPAI,5,75,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.53776,-159.8,297.17,669.5,0.50783,-143.81,283.18,834.62,20190611
TPAI,10,75,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.27819,-99.75,358.56,867.65,0.3457,-138.95,401.94,2185.6,20190611
TPAI,15,75,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.35126,-146.09,415.89,891.67,0.39767,-172.88,434.72,2617.9,20190611
TPAI,5,100,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.5231,-131.17,250.76,723.53,0.50354,-121.2,240.7,2647.9,20190611
TPAI,10,100,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.41009,-126.51,308.48,777.58,0.39224,-117.43,299.39,2590.8,20190611
TPAI,15,100,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.28748,-82.077,285.5,831.62,0.31138,-93.781,301.17,2617.9,20190611
TPAI,5,125,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.53408,-159.94,299.46,663.5,0.5024,-148.3,295.19,1011.8,20190611
TPAI,10,125,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.37316,-124.78,334.39,831.62,0.37393,-126.09,337.22,1777.3,20190611
TPAI,15,125,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.33051,-111.64,337.79,831.62,0.39224,-150.38,383.38,1780.3,20190611
TPAI,5,50,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.31633,-55.685,176.04,696.52,0.27792,-42.802,154.01,720.53,20190611
TPAI,5,50,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.47831,-202.24,422.81,786.58,0.4802,-202.3,421.27,855.63,20190805
TPAI,10,50,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.42414,-172.97,407.81,900.67,0.51447,-223.28,434,894.65,20190805
TPAI,15,50,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.28123,-110.43,392.65,945.7,0.313,-128.17,409.5,1047.8,20190805
TPAI,5,75,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.5885,-236.57,401.99,777.57,0.55358,-216.24,390.63,789.58,20190805
TPAI,10,75,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.42742,-180.76,422.9,900.67,0.40791,-169.12,414.59,990.73,20190805
TPAI,15,75,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.37347,-161.75,433.1,912.67,0.33366,-137.61,412.44,1035.8,20190805
TPAI,5,100,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.62449,-238.42,381.79,765.57,0.56755,-207.25,365.17,903.67,20190805
TPAI,10,100,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.31767,-118.13,371.86,945.7,0.34036,-130.01,381.99,1044.8,20190805
TPAI,15,100,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.24456,-92.435,377.97,903.67,0.28203,-120.79,428.3,1696.2,20190805
TPAI,5,125,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.55937,-197.26,352.65,729.53,0.55712,-194.74,349.55,858.63,20190805
TPAI,10,125,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.37265,-166.72,447.37,870.63,0.38265,-174.62,456.33,1708.2,20190805
TPAI,15,125,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.28361,-114.63,404.19,795.58,0.38533,-185.96,482.59,1441,20190805
TPAI,10,75,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.55084,-178.41,323.89,597.43,0.57334,-190.42,332.13,597.43,20190921
TPAI,10,75,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.35891,-110.28,307.26,597.43,0.33976,-101.38,298.4,597.43,20190921
TPAI,10,75,312.267,12,28,0,1,1,0,8,0,14,80.2,3.9,0.62633,-221.28,353.3,597.43,0.58613,-197.95,337.72,597.43,20190921
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.97007,-17.663,18.208,120.1,1.0755,-22.595,21.008,114.08,20190611
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.86463,-27.065,31.303,147.12,0.95761,-33.763,35.258,141.12,20190611
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.56939,-46.356,81.413,351.3,0.74458,-69.433,93.25,345.3,20190620
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.55479,-80.315,144.77,345.3,0.5024,-62.305,124.01,342.3,20190620
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.86,-193.73,104.16,213.18,1.9497,-207.65,106.5,195.17,20190620
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.3421,-105.47,78.585,168.15,1.2811,-102.28,79.834,171.15,20190620
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,2.6255,-243.48,92.735,183.13,2.8153,-269.42,95.7,5424.9,20190627
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.7925,-176.43,98.428,237.18,2.5306,-265.52,104.93,5424.9,20190627
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,2.8469,-296.94,104.3,219.17,2.6843,-275.76,102.73,5382.9,20190627
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,2.2143,-177.84,80.316,168.13,3.2265,-277.26,85.931,5349.8,20190627
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.8581,-101.7147,54.7414,140.05,1.8839,-95.2907,50.5814,140.05,20190530
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.4877,-113.0453,75.9874,175.05,1.4488,-99.72,68.8294,180.05,20190530
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.67,-126.01,75.4551,165.05,1.8793,-143.4,76.3037,175.05,20190530
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.6113,-71.4745,116.9157,315.1167,0.6138,-67.3305,109.6912,315.1167,20190530
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.96163,-91.356,95.001,297.23,1.3033,-137.14,105.23,291.23,20190709
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.1546,-235.88,204.3,330.27,0.92367,-176.76,191.37,324.27,20190709
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,2.0667,-179.81,87.005,198.17,1.9612,-168.8,86.071,204.18,20190709
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.41122,-49.745,120.97,336.27,0.62362,-101.83,163.29,339.27,20190709
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.2079,-161.05,133.33,222.17,1.0204,-129.67,127.08,216.17,20190805
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,2.6618,-280.91,105.53,195.15,3.1343,-340.44,108.62,192.13,20190805
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.0744,-141.39,131.6,228.17,1.1619,-156.31,134.53,234.17,20190805
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.75918,-100.8,132.78,275.12,0.77184,-99.22,128.55,285.13,20190904
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,2.3068,-167.19,72.479,165.08,2.6571,-193.29,72.745,155.07,20190904
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.98349,-164.12,166.88,285.13,1.1043,-182.74,165.48,275.12,20190904
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,2.325,-198.51,85.383,170.08,2.7114,-236.62,87.27,175.08,20190904
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.76973,-94.606,122.91,414.33,1.0755,-141.73,131.78,432.35,20190911
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.5773,-45.12,78.158,282.2,0.78151,-73.071,93.499,276.2,20190911
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.33115,-32.847,99.188,414.33,0.35982,-35.286,98.066,426.33,20190911
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.36425,-27.902,76.601,366.28,0.37134,-23.796,64.081,351.27,20190911
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.48887,-55.321,113.16,345.25,0.57334,-65.953,115.03,345.25,20190921
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.90944,-194.22,213.56,363.25,0.91248,-188.11,206.16,357.25,20190921
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.88967,-210.43,236.53,375.27,0.76291,-172.93,226.68,381.27,20190921
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.354270073,-153.2791971,113.1821489,240.2,1.165230086,-127.0111076,109.0008824,237.2,20191120
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,1.68689781,-123.9142336,73.45687025,198.166667,2.050072993,-158.5933264,77.35984375,159.133333,20191119
MAPI,0,0,158.97,1,6,0,1,1,1,0,27.6,3,2,-0.7,0.696934307,-88.11678832,126.4348555,303.25,0.700554745,-82.27820647,117.4472189,291.233333,20191119
